"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"73078816","650","650","650"
"73078912","4175","4175","4175"
"73079680","4200","4200","4200"
"73080896","725","725","725"
"73081472","4050","4050","4050"
"73082240","4075","4075","4075"
"73082496","1275","1275","1275"
"73083552","775","775","775"
"73084256","4075","4075","4075"
"73085024","4100","4100","4100"
"73087136","4600","4600","4600"
"73087168","4075","4075","4075"
"73089024","4125","4125","4125"
"73089056","4075","4075","4075"
"73089120","3950","3950","3950"
"73090272","725","725","725"
"73090368","4100","4100","4100"
"73091008","325","325","325"
"73091328","4050","4050","4050"
"73092352","4050","4050","4050"
"73094592","4625","4625","4625"
"73094848","825","825","825"
"73095456","750","750","750"
"73098304","725","725","725"
"73098432","4250","4250","4250"
"73099328","775","775","775"
"73099872","4100","4100","4100"
"73100576","800","800","800"
"73102016","700","700","700"
"73102304","4125","4125","4125"
"73102944","4375","4375","4375"
"73104320","825","825","825"
"73106528","4125","4125","4125"
"73106752","750","750","750"
"73107008","4525","4525","4525"
"73108512","4200","4200","4200"
"73109888","4250","4250","4250"
"73111328","700","700","700"
"73112832","750","750","750"
"73112896","775","775","775"
"73113312","1150","1150","1150"
"73113696","4125","4125","4125"
"73114848","4200","4200","4200"
"73115392","4675","4675","4675"
"73116064","800","800","800"
"73116704","4175","4175","4175"
"73116800","775","775","775"
"73119840","775","775","775"
"73120416","700","700","700"
"73120768","4075","4075","4075"
"73121376","750","750","750"
"73122688","4050","4050","4050"
"73124192","4175","4175","4175"
"73128128","4125","4125","4125"
"73128768","675","675","675"
"73129408","4100","4100","4100"
"73130464","3975","3975","3975"
"73130560","4100","4100","4100"
"73131584","3975","3975","3975"
"73132288","700","700","700"
"73134112","4050","4050","4050"
"73135392","4200","4200","4200"
"73135936","4050","4050","4050"
"73138048","650","650","650"
"73138464","1250","1250","1250"
"73139200","775","775","775"
"73140352","4100","4100","4100"
"73141632","725","725","725"
"73142624","700","700","700"
"73144032","4100","4100","4100"
"73144064","4775","4775","4775"
"73147648","4225","4225","4225"
"73148576","700","700","700"
"73148864","4450","4450","4450"
"73150560","700","700","700"
"73151712","725","725","725"
"73153856","4150","4150","4150"
"73158080","4250","4250","4250"
"73159872","800","800","800"
"73160576","775","775","775"
"73160640","1225","1225","1225"
"73161088","4100","4100","4100"
"73161344","4125","4125","4125"
"73163168","650","650","650"
"73164736","4800","4800","4800"
"73164800","775","775","775"
"73166048","4050","4050","4050"
"73166400","4075","4075","4075"
"73166784","4150","4150","4150"
"73168512","4000","4000","4000"
"73171904","4150","4150","4150"
"73172096","4125","4125","4125"
"73174944","800","800","800"
"73175488","4175","4175","4175"
"73176416","3950","3950","3950"
"73176512","4150","4150","4150"
"73177632","4050","4050","4050"
"73178560","3975","3975","3975"
"73179136","725","725","725"
"73180768","4625","4625","4625"
"73181024","4150","4150","4150"
"73182304","4150","4150","4150"
"73182944","4000","4000","4000"
"73183616","4200","4200","4200"
"73184608","4100","4100","4100"
"73185248","750","750","750"
"73185376","4100","4100","4100"
"73186240","4150","4150","4150"
"73187104","825","825","825"
"73187360","800","800","800"
"73189792","775","775","775"
"73190912","725","725","725"
"73192640","575","575","575"
"73194688","700","700","700"
"73195520","3975","3975","3975"
"73199936","675","675","675"
"73200256","4025","4025","4025"
"73200352","4075","4075","4075"
"73200576","775","775","775"
"73201248","3975","3975","3975"
"73201536","800","800","800"
"73204224","675","675","675"
"73205056","4275","4275","4275"
"73205888","775","775","775"
"73206592","700","700","700"
"73207616","750","750","750"
"73208224","750","750","750"
"73209632","4250","4250","4250"
"73211552","350","350","350"
"73214304","4075","4075","4075"
"73215936","3975","3975","3975"
"73216448","4075","4075","4075"
"73218528","725","725","725"
"73218784","750","750","750"
"73220256","4125","4125","4125"
"73220768","1275","1275","1275"
"73223328","4250","4250","4250"
"73224384","600","600","600"
"73226144","4750","4750","4750"
"73226464","3925","3925","3925"
"73226528","4225","4225","4225"
"73226816","700","700","700"
"73228000","750","750","750"
"73228032","4175","4175","4175"
"73230592","725","725","725"
"73232288","675","675","675"
"73234784","725","725","725"
"73234912","775","775","775"
"73236096","4000","4000","4000"
"73238784","475","475","475"
"73239392","375","375","375"
"73239808","4400","4400","4400"
"73241024","775","775","775"
"73241472","4025","4025","4025"
"73242048","4150","4150","4150"
"73243104","800","800","800"
"73243392","4100","4100","4100"
"73243520","625","625","625"
"73244064","800","800","800"
"73245056","4175","4175","4175"
"73245088","700","700","700"
"73246080","4250","4250","4250"
"73246432","4050","4050","4050"
"73248256","4200","4200","4200"
"73248448","4200","4200","4200"
"73248512","700","700","700"
"73249152","125","125","125"
"73249632","4125","4125","4125"
"73250112","1275","1275","1275"
"73252960","4250","4250","4250"
"73253376","4750","4750","4750"
"73254016","700","700","700"
"73256864","700","700","700"
"73257120","725","725","725"
"73257472","4125","4125","4125"
"73259392","3950","3950","3950"
"73259744","700","700","700"
"73261696","4600","4600","4600"
"73261920","700","700","700"
"73262912","4200","4200","4200"
"73262944","4000","4000","4000"
"73263264","3925","3925","3925"
"73264096","800","800","800"
"73264960","4050","4050","4050"
"73265760","625","625","625"
"73267424","4550","4550","4550"
"73268672","4150","4150","4150"
"73269312","750","750","750"
"73269856","625","625","625"
"73269952","4000","4000","4000"
"73271168","4300","4300","4300"
"73272224","800","800","800"
"73272896","775","775","775"
"73273056","4025","4025","4025"
"73273376","675","675","675"
"73277024","800","800","800"
"73277376","4050","4050","4050"
"73277824","725","725","725"
"73280832","4125","4125","4125"
"73281696","4025","4025","4025"
"73281984","4125","4125","4125"
"73282912","4100","4100","4100"
"73283424","725","725","725"
"73283840","4075","4075","4075"
"73286784","4275","4275","4275"
"73287264","4125","4125","4125"
"73288800","4050","4050","4050"
"73289216","775","775","775"
"73289728","675","675","675"
"73290528","750","750","750"
"73294624","4050","4050","4050"
"73294688","775","775","775"
"73295136","750","750","750"
"73296032","775","775","775"
"73296224","50","50","50"
"73297056","4125","4125","4125"
"73298848","775","775","775"
"73300288","625","625","625"
"73301088","4150","4150","4150"
"73301696","725","725","725"
"73301920","775","775","775"
"73302048","4100","4100","4100"
"73302304","4050","4050","4050"
"73303008","4600","4600","4600"
"73303136","4225","4225","4225"
"73304160","4175","4175","4175"
"73304544","4125","4125","4125"
"73305120","4100","4100","4100"
"73305760","4125","4125","4125"
"73306112","4050","4050","4050"
"73308704","4175","4175","4175"
"73309312","4200","4200","4200"
"73311488","250","250","250"
"73311552","825","825","825"
"73314112","700","700","700"
"73317024","775","775","775"
"73317568","4200","4200","4200"
"73318080","4150","4150","4150"
"73318624","4150","4150","4150"
"73318752","4100","4100","4100"
"73318848","4700","4700","4700"
"73321408","4150","4150","4150"
"73322976","775","775","775"
"73324224","4100","4100","4100"
"73324416","700","700","700"
"73324608","4125","4125","4125"
"73326720","4200","4200","4200"
"73330080","4275","4275","4275"
"73331104","4200","4200","4200"
"73331488","4150","4150","4150"
"73332768","750","750","750"
"73332800","800","800","800"
"73333760","25","25","25"
"73334240","4125","4125","4125"
"73334368","800","800","800"
"73334624","800","800","800"
"73336096","4075","4075","4075"
"73337184","4075","4075","4075"
"73338560","4150","4150","4150"
"73338848","4125","4125","4125"
"73339136","4250","4250","4250"
"73340704","4100","4100","4100"
"73341792","3950","3950","3950"
"73344288","325","325","325"
"73348224","600","600","600"
"73348256","625","625","625"
"73349504","425","425","425"
"73350048","4100","4100","4100"
"73350880","4075","4075","4075"
"73351200","4250","4250","4250"
"73351456","4175","4175","4175"
"73352096","700","700","700"
"73352128","800","800","800"
"73354240","4050","4050","4050"
"73354944","650","650","650"
"73355712","3950","3950","3950"
"73356640","4300","4300","4300"
"73358592","4075","4075","4075"
"73358848","4375","4375","4375"
"73359008","4225","4225","4225"
"73363360","4150","4150","4150"
"73363808","675","675","675"
"73364352","700","700","700"
"73366176","725","725","725"
"73368768","750","750","750"
"73370464","775","775","775"
"73370496","3925","3925","3925"
"73370912","4150","4150","4150"
"73371648","4150","4150","4150"
"73378048","675","675","675"
"73379488","4025","4025","4025"
"73380224","3925","3925","3925"
"73380384","3950","3950","3950"
"73381952","725","725","725"
"73383936","725","725","725"
"73384064","4425","4425","4425"
"73384448","4225","4225","4225"
"73384576","800","800","800"
"73384896","550","550","550"
"73386560","775","775","775"
"73388128","4200","4200","4200"
"73388384","4125","4125","4125"
"73388544","3975","3975","3975"
"73388736","700","700","700"
"73389024","4200","4200","4200"
"73389376","4300","4300","4300"
"73389696","725","725","725"
"73389984","4125","4125","4125"
"73392608","4200","4200","4200"
"73392800","4075","4075","4075"
"73393344","700","700","700"
"73393536","3925","3925","3925"
"73394304","4150","4150","4150"
"73395872","4075","4075","4075"
"73398336","675","675","675"
"73399296","4100","4100","4100"
"73399424","4175","4175","4175"
"73400896","700","700","700"
"73401312","4100","4100","4100"
"73401920","4125","4125","4125"
"73402656","775","775","775"
"73404352","4050","4050","4050"
"73404544","825","825","825"
"73404576","4050","4050","4050"
"73404768","225","225","225"
"73404800","775","775","775"
"73406336","4225","4225","4225"
"73406496","4175","4175","4175"
"73410880","650","650","650"
"73411968","675","675","675"
"73414112","4225","4225","4225"
"73414240","3975","3975","3975"
"73415584","4300","4300","4300"
"73416544","4075","4075","4075"
"73417088","800","800","800"
"73417440","4150","4150","4150"
"73417696","725","725","725"
"73418048","650","650","650"
"73418368","4050","4050","4050"
"73421696","625","625","625"
"73422592","4075","4075","4075"
"73422656","4100","4100","4100"
"73424256","4300","4300","4300"
"73424544","4175","4175","4175"
"73426368","4000","4000","4000"
"73427744","4000","4000","4000"
"73428256","3950","3950","3950"
"73428416","200","200","200"
"73429056","3975","3975","3975"
"73429600","725","725","725"
"73430144","725","725","725"
"73431136","500","500","500"
"73433792","4025","4025","4025"
"73434912","4175","4175","4175"
"73435264","4150","4150","4150"
"73437088","775","775","775"
"73437984","4200","4200","4200"
"73439712","4175","4175","4175"
"73440288","4125","4125","4125"
"73440480","775","775","775"
"73440832","4125","4125","4125"
"73441120","4100","4100","4100"
"73441216","4050","4050","4050"
"73441632","4300","4300","4300"
"73441824","725","725","725"
"73443104","4075","4075","4075"
"73443968","750","750","750"
"73446848","600","600","600"
"73447648","700","700","700"
"73447680","4125","4125","4125"
"73447744","4325","4325","4325"
"73448832","675","675","675"
"73451072","4125","4125","4125"
"73452704","4225","4225","4225"
"73452800","4275","4275","4275"
"73453600","750","750","750"
"73454368","750","750","750"
"73454848","625","625","625"
"73455232","4100","4100","4100"
"73455776","4175","4175","4175"
"73455904","825","825","825"
"73456832","800","800","800"
"73457376","800","800","800"
"73458688","4225","4225","4225"
"73458912","4825","4825","4825"
"73459680","4100","4100","4100"
"73460672","800","800","800"
"73460896","650","650","650"
"73460992","650","650","650"
"73461600","775","775","775"
"73467200","4175","4175","4175"
"73470208","800","800","800"
"73470976","4100","4100","4100"
"73471968","4275","4275","4275"
"73472800","700","700","700"
"73473952","4175","4175","4175"
"73474368","4125","4125","4125"
"73475744","750","750","750"
"73476704","725","725","725"
"73477888","4150","4150","4150"
"73479168","775","775","775"
"73479424","4125","4125","4125"
"73479744","4225","4225","4225"
"73480352","4350","4350","4350"
"73480800","725","725","725"
"73482624","4250","4250","4250"
"73483424","775","775","775"
"73485280","4225","4225","4225"
"73486304","725","725","725"
"73488704","4750","4750","4750"
"73489952","775","775","775"
"73491680","650","650","650"
"73492000","775","775","775"
"73492672","700","700","700"
"73492704","4175","4175","4175"
"73494208","1225","1225","1225"
"73494496","4225","4225","4225"
"73498496","800","800","800"
"73499808","4625","4625","4625"
"73500000","700","700","700"
"73500544","250","250","250"
"73500832","750","750","750"
"73501440","4750","4750","4750"
"73503552","4200","4200","4200"
"73504672","4275","4275","4275"
"73506080","4050","4050","4050"
"73508288","4650","4650","4650"
"73510048","4100","4100","4100"
"73510496","4300","4300","4300"
"73511328","4225","4225","4225"
"73511616","725","725","725"
"73516960","4150","4150","4150"
"73519680","4325","4325","4325"
"73520608","4050","4050","4050"
"73521216","675","675","675"
"73522432","3925","3925","3925"
"73522720","575","575","575"
"73523712","800","800","800"
"73523808","4050","4050","4050"
"73524448","4225","4225","4225"
"73526048","4175","4175","4175"
"73532352","4100","4100","4100"
"73533472","750","750","750"
"73533760","4175","4175","4175"
"73533952","4050","4050","4050"
"73536576","775","775","775"
"73536800","3975","3975","3975"
"73539264","4150","4150","4150"
"73541152","4200","4200","4200"
