"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"25201744","725","725","725"
"25203544","725","725","725"
"25204104","800","800","800"
"25205008","750","750","750"
"25206664","800","800","800"
"25207104","4450","4450","4450"
"25207568","775","775","775"
"25209576","800","800","800"
"25210984","750","750","750"
"25211168","4775","4775","4775"
"25213368","4125","4125","4125"
"25213800","725","725","725"
"25214552","725","725","725"
"25215952","4575","4575","4575"
"25217344","4350","4350","4350"
"25218280","725","725","725"
"25218304","3925","3925","3925"
"25219208","800","800","800"
"25220912","400","400","400"
"25220952","775","775","775"
"25223464","775","775","775"
"25224744","750","750","750"
"25225592","675","675","675"
"25227456","750","750","750"
"25228112","750","750","750"
"25231096","775","775","775"
"25231256","800","800","800"
"25232608","725","725","725"
"25232808","750","750","750"
"25235856","4050","4050","4050"
"25237928","725","725","725"
"25239424","700","700","700"
"25239600","725","725","725"
"25240032","4600","4600","4600"
"25240392","775","775","775"
"25242384","775","775","775"
"25243880","775","775","775"
"25244192","700","700","700"
"25247008","800","800","800"
"25252272","1250","1250","1250"
"25252728","1275","1275","1275"
"25253200","4250","4250","4250"
"25253632","725","725","725"
"25256544","800","800","800"
"25256736","800","800","800"
"25257232","775","775","775"
"25260080","4075","4075","4075"
"25262304","1275","1275","1275"
"25262464","775","775","775"
"25262720","700","700","700"
"25263200","4425","4425","4425"
"25264248","775","775","775"
"25265096","775","775","775"
"25265672","1275","1275","1275"
"25266296","725","725","725"
"25268088","675","675","675"
"25269368","775","775","775"
"25269496","4475","4475","4475"
"25269600","375","375","375"
"25271280","3950","3950","3950"
"25272912","700","700","700"
"25277048","800","800","800"
"25277856","3975","3975","3975"
"25279624","4125","4125","4125"
"25281592","675","675","675"
"25281688","700","700","700"
"25281912","800","800","800"
"25283064","700","700","700"
"25283264","750","750","750"
"25283280","4150","4150","4150"
"25283600","4150","4150","4150"
"25285960","775","775","775"
"25286032","750","750","750"
"25286584","725","725","725"
"25287632","800","800","800"
"25288312","725","725","725"
"25289144","1250","1250","1250"
"25289352","700","700","700"
"25291272","4050","4050","4050"
"25292256","4175","4175","4175"
"25293032","4100","4100","4100"
"25294296","775","775","775"
"25296496","775","775","775"
"25298600","4150","4150","4150"
"25298728","3950","3950","3950"
"25300232","725","725","725"
"25301080","750","750","750"
"25301400","4150","4150","4150"
"25302264","750","750","750"
"25302960","750","750","750"
"25304760","800","800","800"
"25305472","800","800","800"
"25305736","775","775","775"
"25307296","800","800","800"
"25308648","650","650","650"
"25309448","4000","4000","4000"
"25310000","4375","4375","4375"
"25311392","4125","4125","4125"
"25311616","750","750","750"
"25311664","3925","3925","3925"
"25313192","1250","1250","1250"
"25314424","800","800","800"
"25314464","775","775","775"
"25316248","4050","4050","4050"
"25317544","725","725","725"
"25318008","4600","4600","4600"
"25319624","775","775","775"
"25319792","750","750","750"
"25320176","700","700","700"
"25320984","800","800","800"
"25328456","725","725","725"
"25328952","700","700","700"
"25329336","775","775","775"
"25332184","800","800","800"
"25332872","775","775","775"
"25333808","650","650","650"
"25338384","800","800","800"
"25338392","4100","4100","4100"
"25339312","700","700","700"
"25340368","750","750","750"
"25340592","4400","4400","4400"
"25340808","775","775","775"
"25344536","4000","4000","4000"
"25344984","775","775","775"
"25345080","4100","4100","4100"
"25347824","800","800","800"
"25349160","700","700","700"
"25349352","775","775","775"
"25349400","775","775","775"
"25351752","775","775","775"
"25352424","800","800","800"
"25352832","675","675","675"
"25352968","750","750","750"
"25353848","775","775","775"
"25354360","750","750","750"
"25355360","800","800","800"
"25356520","1250","1250","1250"
"25356736","775","775","775"
"25357728","650","650","650"
"25358016","725","725","725"
"25358640","800","800","800"
"25360112","775","775","775"
"25360472","675","675","675"
"25364616","3950","3950","3950"
"25364744","750","750","750"
"25365112","4100","4100","4100"
"25365208","775","775","775"
"25366680","775","775","775"
"25367672","650","650","650"
"25369616","750","750","750"
"25370336","800","800","800"
"25370704","800","800","800"
"25372832","675","675","675"
"25374432","725","725","725"
"25376616","750","750","750"
"25377736","750","750","750"
"25382304","750","750","750"
"25382568","800","800","800"
"25383160","775","775","775"
"25385712","5050","5050","5050"
"25386392","750","750","750"
"25387920","4500","4500","4500"
"25387984","1225","1225","1225"
"25388040","800","800","800"
"25388600","4550","4550","4550"
"25390952","750","750","750"
"25391440","725","725","725"
"25391744","650","650","650"
"25392296","800","800","800"
"25394248","4050","4050","4050"
"25396264","4050","4050","4050"
"25399344","4825","4825","4825"
"25400848","1300","1300","1300"
"25401968","700","700","700"
"25402728","3950","3950","3950"
"25403216","675","675","675"
"25403816","775","775","775"
"25406856","1300","1300","1300"
"25407000","775","775","775"
"25407104","1300","1300","1300"
"25407424","4100","4100","4100"
"25409144","4200","4200","4200"
"25410688","750","750","750"
"25412176","4050","4050","4050"
"25413936","725","725","725"
"25414840","725","725","725"
"25416976","4025","4025","4025"
"25417152","175","175","175"
"25417992","775","775","775"
"25418200","4075","4075","4075"
"25418952","4100","4100","4100"
"25420864","225","225","225"
"25422200","475","475","475"
"25424000","475","475","475"
"25425064","775","775","775"
"25425120","775","775","775"
"25428456","3975","3975","3975"
"25428544","725","725","725"
"25429312","700","700","700"
"25430464","725","725","725"
"25431008","750","750","750"
"25431608","4050","4050","4050"
"25433144","800","800","800"
"25435008","800","800","800"
"25435400","750","750","750"
"25436648","1275","1275","1275"
"25437456","4550","4550","4550"
"25437752","800","800","800"
"25438120","650","650","650"
"25438960","800","800","800"
"25439504","775","775","775"
"25440848","750","750","750"
"25442000","800","800","800"
"25444048","3925","3925","3925"
"25444376","1275","1275","1275"
"25445120","3925","3925","3925"
"25447536","775","775","775"
"25448184","4775","4775","4775"
"25448200","675","675","675"
"25449112","700","700","700"
"25449440","1275","1275","1275"
"25450824","775","775","775"
"25450864","725","725","725"
"25451152","650","650","650"
"25451168","725","725","725"
"25453456","750","750","750"
"25454952","4075","4075","4075"
"25455744","800","800","800"
"25455856","800","800","800"
"25457224","4700","4700","4700"
"25458496","675","675","675"
"25459288","725","725","725"
"25459880","4075","4075","4075"
"25462808","750","750","750"
"25463040","4075","4075","4075"
"25463688","750","750","750"
"25464128","700","700","700"
"25464928","750","750","750"
"25465728","625","625","625"
"25467240","750","750","750"
"25467512","1300","1300","1300"
"25467872","750","750","750"
"25468048","750","750","750"
"25468096","4100","4100","4100"
"25468432","750","750","750"
"25471568","775","775","775"
"25471880","700","700","700"
"25472232","750","750","750"
"25474168","800","800","800"
"25474632","675","675","675"
"25475232","775","775","775"
"25476528","4050","4050","4050"
"25476664","3975","3975","3975"
"25477472","700","700","700"
"25478256","725","725","725"
"25480000","700","700","700"
"25481504","725","725","725"
"25481640","3975","3975","3975"
"25482288","775","775","775"
"25483304","800","800","800"
"25484592","775","775","775"
"25485848","775","775","775"
"25486608","800","800","800"
"25487112","750","750","750"
"25487152","675","675","675"
"25489184","725","725","725"
"25489712","775","775","775"
"25490304","600","600","600"
"25491400","1275","1275","1275"
"25492600","450","450","450"
"25492864","750","750","750"
"25495136","775","775","775"
"25495176","750","750","750"
"25495336","775","775","775"
"25496112","750","750","750"
"25496264","750","750","750"
"25496632","650","650","650"
"25498304","4550","4550","4550"
"25499416","700","700","700"
"25500120","750","750","750"
"25504824","775","775","775"
"25505408","800","800","800"
"25506472","4050","4050","4050"
"25507072","775","775","775"
"25507264","775","775","775"
"25507296","725","725","725"
"25510472","675","675","675"
"25510976","1275","1275","1275"
"25511168","1275","1275","1275"
"25511504","725","725","725"
"25512096","4550","4550","4550"
"25512120","4050","4050","4050"
"25512536","800","800","800"
"25512848","4200","4200","4200"
"25514104","725","725","725"
"25514512","725","725","725"
"25515392","650","650","650"
"25518528","800","800","800"
"25518688","775","775","775"
"25519296","750","750","750"
"25520688","4225","4225","4225"
"25521448","800","800","800"
"25522584","725","725","725"
"25522664","750","750","750"
"25522992","775","775","775"
"25523224","800","800","800"
"25523904","725","725","725"
"25524920","1225","1225","1225"
"25526344","750","750","750"
"25527312","725","725","725"
"25528200","775","775","775"
"25528736","725","725","725"
"25530016","4025","4025","4025"
"25531752","700","700","700"
"25532664","800","800","800"
"25534144","750","750","750"
"25535064","3925","3925","3925"
"25536216","725","725","725"
"25536392","750","750","750"
"25536824","750","750","750"
"25538640","1250","1250","1250"
"25539328","750","750","750"
"25539784","775","775","775"
"25540576","700","700","700"
"25541232","4875","4875","4875"
"25542112","775","775","775"
"25543048","750","750","750"
"25543808","700","700","700"
"25544624","700","700","700"
"25545432","725","725","725"
"25546328","750","750","750"
"25546440","775","775","775"
"25547656","775","775","775"
"25549224","775","775","775"
"25551688","4600","4600","4600"
"25552024","800","800","800"
"25555936","4100","4100","4100"
"25556688","800","800","800"
"25556712","600","600","600"
"25557256","750","750","750"
"25558424","725","725","725"
"25559240","750","750","750"
"25559712","700","700","700"
"25559824","4450","4450","4450"
"25560096","725","725","725"
"25561896","700","700","700"
"25564512","700","700","700"
"25565120","750","750","750"
"25565328","725","725","725"
"25565376","800","800","800"
"25566384","4025","4025","4025"
"25568600","775","775","775"
"25569648","4125","4125","4125"
"25570616","4050","4050","4050"
"25571936","775","775","775"
"25573632","750","750","750"
"25577248","775","775","775"
"25577616","4625","4625","4625"
"25577624","700","700","700"
"25577992","1225","1225","1225"
"25580592","675","675","675"
"25581152","750","750","750"
"25581488","725","725","725"
"25585064","4425","4425","4425"
"25585352","750","750","750"
"25585408","750","750","750"
"25585600","3925","3925","3925"
"25586096","3975","3975","3975"
"25588760","625","625","625"
"25590032","775","775","775"
"25590040","750","750","750"
"25590856","750","750","750"
"25591232","3925","3925","3925"
"25592840","150","150","150"
"25592896","800","800","800"
"25593360","675","675","675"
"25594528","700","700","700"
"25595968","700","700","700"
"25596272","750","750","750"
"25596640","725","725","725"
"25597160","725","725","725"
"25597992","775","775","775"
"25598168","750","750","750"
"25599224","4550","4550","4550"
"25599872","675","675","675"
"25600400","750","750","750"
"25602664","700","700","700"
"25603320","800","800","800"
"25604192","4575","4575","4575"
"25604840","4675","4675","4675"
"25606032","4025","4025","4025"
"25606536","700","700","700"
"25608520","750","750","750"
"25608560","800","800","800"
"25608656","700","700","700"
"25609392","4200","4200","4200"
"25609440","700","700","700"
"25609624","750","750","750"
"25609824","800","800","800"
"25613800","800","800","800"
"25614064","725","725","725"
"25614320","3975","3975","3975"
"25615264","775","775","775"
"25615536","4125","4125","4125"
"25617256","750","750","750"
"25617592","775","775","775"
"25618056","1125","1125","1125"
"25619152","750","750","750"
"25620048","775","775","775"
"25621408","675","675","675"
"25621864","725","725","725"
"25623672","750","750","750"
"25624968","4550","4550","4550"
"25625304","4025","4025","4025"
"25625576","775","775","775"
"25627320","750","750","750"
"25629920","4025","4025","4025"
"25630544","700","700","700"
"25631056","750","750","750"
"25631568","750","750","750"
"25631704","4050","4050","4050"
"25635768","4025","4025","4025"
"25635880","775","775","775"
"25635952","4050","4050","4050"
"25637888","4725","4725","4725"
"25639200","700","700","700"
"25640352","4050","4050","4050"
"25643000","700","700","700"
"25644768","775","775","775"
"25646056","4025","4025","4025"
"25647304","700","700","700"
"25647640","800","800","800"
