"Step","a3c_Frostbite_runseed=0 - training/episode/reward","a3c_Frostbite_runseed=0 - training/episode/reward__MIN","a3c_Frostbite_runseed=0 - training/episode/reward__MAX"
"986496","180","180","180"
"986720","210","210","210"
"986880","200","200","200"
"987584","260","260","260"
"988736","240","240","240"
"989824","210","210","210"
"989856","220","220","220"
"990144","210","210","210"
"990240","210","210","210"
"990816","240","240","240"
"991136","190","190","190"
"991264","210","210","210"
"991296","200","200","200"
"993120","180","180","180"
"993824","260","260","260"
"995456","190","190","190"
"995680","220","220","220"
"995840","190","190","190"
"996608","240","240","240"
"997088","210","210","210"
"998528","200","200","200"
"998976","220","220","220"
"1002336","200","200","200"
"1002688","220","220","220"
"1003520","210","210","210"
"1003616","220","220","220"
"1003744","250","250","250"
"1004576","220","220","220"
"1006080","170","170","170"
"1006240","230","230","230"
"1007264","220","220","220"
"1010528","100","100","100"
"1011072","200","200","200"
"1011136","210","210","210"
"1011328","210","210","210"
"1012352","240","240","240"
"1012608","230","230","230"
"1013824","220","220","220"
"1014080","200","200","200"
"1015776","200","200","200"
"1015936","180","180","180"
"1016512","190","190","190"
"1017408","190","190","190"
"1018208","210","210","210"
"1019520","200","200","200"
"1019776","190","190","190"
"1020576","190","190","190"
"1020960","210","210","210"
"1021984","240","240","240"
"1022528","240","240","240"
"1025120","230","230","230"
"1027712","190","190","190"
"1029216","240","240","240"
"1029312","260","260","260"
"1029696","170","170","170"
"1031680","210","210","210"
"1032256","250","250","250"
"1032384","200","200","200"
"1034432","220","220","220"
"1034528","210","210","210"
"1034560","230","230","230"
"1034752","200","200","200"
"1035008","230","230","230"
"1035168","180","180","180"
"1035424","240","240","240"
"1036672","230","230","230"
"1036864","190","190","190"
"1036960","230","230","230"
"1037472","230","230","230"
"1037984","140","140","140"
"1038016","150","150","150"
"1038560","150","150","150"
"1039072","200","200","200"
"1040096","210","210","210"
"1041088","210","210","210"
"1041888","220","220","220"
"1045056","180","180","180"
"1045408","220","220","220"
"1045696","240","240","240"
"1046912","220","220","220"
"1047232","230","230","230"
"1047680","190","190","190"
"1048256","220","220","220"
"1048992","240","240","240"
"1049408","170","170","170"
"1050016","180","180","180"
"1050112","230","230","230"
"1050208","200","200","200"
"1050432","230","230","230"
"1050624","230","230","230"
"1051296","170","170","170"
"1051808","210","210","210"
"1053632","220","220","220"
"1054496","240","240","240"
"1056544","230","230","230"
"1059584","290","290","290"
"1060768","190","190","190"
"1060896","180","180","180"
"1063392","190","190","190"
"1063648","140","140","140"
"1063904","210","210","210"
"1064544","200","200","200"
"1065312","220","220","220"
"1065440","220","220","220"
"1065664","220","220","220"
"1065984","230","230","230"
"1067008","240","240","240"
"1067392","230","230","230"
"1067584","190","190","190"
"1067616","250","250","250"
"1068544","210","210","210"
"1070656","230","230","230"
"1070944","240","240","240"
"1071008","200","200","200"
"1071040","230","230","230"
"1072608","240","240","240"
"1073792","210","210","210"
"1074720","220","220","220"
"1074816","210","210","210"
"1075040","200","200","200"
"1075104","220","220","220"
"1075232","200","200","200"
"1075776","250","250","250"
"1077472","240","240","240"
"1078048","220","220","220"
"1078400","240","240","240"
"1079008","200","200","200"
"1079264","230","230","230"
"1081184","210","210","210"
"1081216","210","210","210"
"1081376","200","200","200"
"1081792","200","200","200"
"1082400","210","210","210"
"1083616","200","200","200"
"1087200","150","150","150"
"1087328","270","270","270"
"1088224","200","200","200"
"1089216","210","210","210"
"1090016","210","210","210"
"1090176","240","240","240"
"1090720","180","180","180"
"1092288","210","210","210"
"1092544","210","210","210"
"1092640","200","200","200"
"1093088","240","240","240"
"1094048","180","180","180"
"1095072","200","200","200"
"1096992","200","200","200"
"1097216","150","150","150"
"1097792","170","170","170"
"1100384","220","220","220"
"1101344","210","210","210"
"1101408","180","180","180"
"1101984","180","180","180"
"1103680","210","210","210"
"1104032","210","210","210"
"1106272","200","200","200"
"1106464","220","220","220"
"1106560","210","210","210"
"1107008","160","160","160"
"1107392","250","250","250"
"1107904","220","220","220"
"1108416","190","190","190"
"1109248","230","230","230"
"1109664","190","190","190"
"1111072","200","200","200"
"1111424","200","200","200"
"1111648","200","200","200"
"1112992","220","220","220"
"1113440","220","220","220"
"1114688","180","180","180"
"1116064","220","220","220"
"1116736","220","220","220"
"1118912","210","210","210"
"1119424","180","180","180"
"1119648","200","200","200"
"1121824","180","180","180"
"1124000","190","190","190"
"1124416","230","230","230"
"1125088","200","200","200"
"1125600","230","230","230"
"1126784","240","240","240"
"1127552","160","160","160"
"1130624","220","220","220"
"1131072","230","230","230"
"1131520","250","250","250"
"1132000","240","240","240"
"1134144","220","220","220"
"1137024","200","200","200"
"1137344","200","200","200"
"1138240","220","220","220"
"1138688","210","210","210"
"1139136","220","220","220"
"1140544","220","220","220"
"1141248","240","240","240"
"1142016","190","190","190"
"1143616","220","220","220"
"1143744","200","200","200"
"1146464","210","210","210"
"1146944","210","210","210"
"1147296","210","210","210"
"1147424","220","220","220"
"1148864","260","260","260"
"1149376","190","190","190"
"1149600","220","220","220"
"1150848","200","200","200"
"1151776","220","220","220"
"1153440","230","230","230"
"1153856","240","240","240"
"1153952","160","160","160"
"1155520","270","270","270"
"1155904","220","220","220"
"1156576","210","210","210"
"1157312","240","240","240"
"1157472","200","200","200"
"1158080","210","210","210"
"1159200","220","220","220"
"1159872","220","220","220"
"1160480","220","220","220"
"1160672","180","180","180"
"1160704","230","230","230"
"1161056","140","140","140"
"1162144","230","230","230"
"1162464","220","220","220"
"1164768","200","200","200"
"1164960","220","220","220"
"1165376","200","200","200"
"1166400","180","180","180"
"1166720","230","230","230"
"1166848","220","220","220"
"1167328","130","130","130"
"1168000","210","210","210"
"1170304","190","190","190"
"1170464","220","220","220"
"1170560","210","210","210"
"1171584","200","200","200"
"1173376","180","180","180"
"1174112","250","250","250"
"1174240","210","210","210"
"1174368","150","150","150"
"1174592","220","220","220"
"1175424","190","190","190"
"1175744","200","200","200"
"1176736","220","220","220"
"1179776","260","260","260"
"1181184","190","190","190"
"1181216","180","180","180"
"1181792","210","210","210"
"1182272","210","210","210"
"1182400","230","230","230"
"1182720","190","190","190"
"1182784","220","220","220"
"1183808","210","210","210"
"1184576","200","200","200"
"1186784","220","220","220"
"1188224","220","220","220"
"1189184","190","190","190"
"1190816","250","250","250"
"1191648","250","250","250"
"1191712","210","210","210"
"1192288","230","230","230"
"1192992","230","230","230"
"1193376","220","220","220"
"1196736","210","210","210"
"1196768","210","210","210"
"1196992","180","180","180"
"1197312","210","210","210"
"1197536","220","220","220"
"1198848","220","220","220"
"1199456","230","230","230"
"1200320","200","200","200"
"1202592","180","180","180"
"1202848","240","240","240"
"1205216","210","210","210"
"1205376","210","210","210"
"1206336","190","190","190"
"1206400","200","200","200"
"1207072","190","190","190"
"1208352","130","130","130"
"1208672","220","220","220"
"1209856","230","230","230"
"1210560","200","200","200"
"1211776","210","210","210"
"1211936","200","200","200"
"1212128","220","220","220"
"1212704","250","250","250"
"1214752","210","210","210"
"1215488","240","240","240"
"1217312","220","220","220"
"1219008","190","190","190"
"1219648","240","240","240"
"1219680","180","180","180"
"1220448","240","240","240"
"1220544","210","210","210"
"1222144","210","210","210"
"1222752","170","170","170"
"1227872","200","200","200"
"1228832","210","210","210"
"1229696","190","190","190"
"1231072","240","240","240"
"1231712","190","190","190"
"1231808","180","180","180"
"1234400","200","200","200"
"1235392","200","200","200"
"1236512","210","210","210"
"1237440","210","210","210"
"1237536","190","190","190"
"1238560","230","230","230"
"1238624","240","240","240"
"1239200","190","190","190"
"1240320","160","160","160"
"1241440","220","220","220"
"1242784","200","200","200"
"1243680","200","200","200"
"1243904","250","250","250"
"1246784","220","220","220"
"1247328","210","210","210"
"1247840","240","240","240"
"1248288","180","180","180"
"1249056","210","210","210"
"1249152","220","220","220"
"1249856","210","210","210"
"1251296","220","220","220"
"1251712","190","190","190"
"1252192","190","190","190"
"1252992","220","220","220"
"1253088","220","220","220"
"1253568","240","240","240"
"1254208","220","220","220"
"1255040","210","210","210"
"1255616","210","210","210"
"1261120","230","230","230"
"1261312","240","240","240"
"1261536","210","210","210"
"1262368","200","200","200"
"1265152","170","170","170"
"1265536","230","230","230"
"1266304","220","220","220"
"1266560","220","220","220"
"1267040","240","240","240"
"1267392","220","220","220"
"1267456","190","190","190"
"1267584","210","210","210"
"1269504","270","270","270"
"1270208","200","200","200"
"1271328","240","240","240"
"1274368","160","160","160"
"1274400","220","220","220"
"1275584","250","250","250"
"1278464","200","200","200"
"1278944","220","220","220"
"1279360","220","220","220"
"1279424","220","220","220"
"1279520","180","180","180"
"1280608","210","210","210"
"1282112","160","160","160"
"1282240","190","190","190"
"1282304","200","200","200"
"1282880","220","220","220"
"1283552","190","190","190"
"1283776","230","230","230"
"1284640","180","180","180"
"1285408","200","200","200"
"1287712","200","200","200"
"1287936","230","230","230"
"1288608","210","210","210"
"1290208","200","200","200"
"1293440","210","210","210"
"1294816","210","210","210"
"1295072","220","220","220"
"1295552","210","210","210"
"1296000","200","200","200"
"1296800","190","190","190"
"1297408","210","210","210"
"1298016","200","200","200"
"1298176","180","180","180"
"1298240","190","190","190"
"1298304","230","230","230"
"1298944","220","220","220"
"1300224","220","220","220"
"1300864","200","200","200"
"1301248","210","210","210"
"1303584","230","230","230"
"1306144","210","210","210"
"1306304","230","230","230"
"1307392","250","250","250"
"1308256","240","240","240"
"1308576","180","180","180"
"1309504","130","130","130"
"1310432","260","260","260"
"1312224","210","210","210"
"1312704","250","250","250"
"1313024","260","260","260"
"1313632","230","230","230"
"1313824","250","250","250"
"1314176","250","250","250"
"1314496","260","260","260"
"1314656","120","120","120"
"1315648","250","250","250"
"1315744","220","220","220"
"1315776","250","250","250"
"1315872","210","210","210"
"1316160","240","240","240"
"1317120","230","230","230"
"1317952","190","190","190"
"1318176","190","190","190"
"1318752","220","220","220"
"1319744","180","180","180"
"1320032","200","200","200"
"1324480","180","180","180"
"1325824","220","220","220"
"1327680","230","230","230"
"1328160","210","210","210"
"1328576","210","210","210"
"1329952","200","200","200"
"1330496","190","190","190"
"1330848","170","170","170"
"1331136","180","180","180"
"1331552","210","210","210"
"1331744","240","240","240"
"1331808","270","270","270"
"1332192","250","250","250"
"1335104","240","240","240"
"1338048","240","240","240"
"1338368","210","210","210"
"1340800","220","220","220"
"1341600","230","230","230"
"1342272","240","240","240"
"1343552","210","210","210"
"1343680","190","190","190"
"1343968","220","220","220"
"1345568","240","240","240"
"1345600","200","200","200"
"1346816","200","200","200"
"1347168","220","220","220"
"1347776","240","240","240"
"1347808","210","210","210"
"1348000","230","230","230"
"1349184","210","210","210"
"1350112","220","220","220"
"1350528","230","230","230"
"1354528","220","220","220"
"1356640","170","170","170"
"1357024","230","230","230"
"1357632","210","210","210"
"1358656","220","220","220"
"1359040","240","240","240"
"1360992","220","220","220"
"1362528","210","210","210"
