"Step","a3c_Gravitar_runseed=0 - training/episode/reward","a3c_Gravitar_runseed=0 - training/episode/reward__MIN","a3c_Gravitar_runseed=0 - training/episode/reward__MAX"
"1198400","700","700","700"
"1198784","100","100","100"
"1199840","700","700","700"
"1199872","100","100","100"
"1201376","100","100","100"
"1202304","600","600","600"
"1202624","100","100","100"
"1203008","100","100","100"
"1203136","250","250","250"
"1204096","0","0","0"
"1204448","0","0","0"
"1204512","500","500","500"
"1204928","0","0","0"
"1204992","0","0","0"
"1207552","0","0","0"
"1207872","600","600","600"
"1208096","0","0","0"
"1209472","100","100","100"
"1210912","350","350","350"
"1217376","500","500","500"
"1219136","1050","1050","1050"
"1219520","450","450","450"
"1221632","600","600","600"
"1222016","100","100","100"
"1222080","350","350","350"
"1223072","0","0","0"
"1223360","250","250","250"
"1223584","250","250","250"
"1224256","350","350","350"
"1224640","250","250","250"
"1224960","450","450","450"
"1225088","0","0","0"
"1225600","350","350","350"
"1226304","250","250","250"
"1226496","500","500","500"
"1227968","0","0","0"
"1229504","250","250","250"
"1232416","600","600","600"
"1233152","100","100","100"
"1233216","350","350","350"
"1233312","350","350","350"
"1233984","250","250","250"
"1236832","0","0","0"
"1238144","250","250","250"
"1238464","0","0","0"
"1239520","100","100","100"
"1239872","0","0","0"
"1240256","500","500","500"
"1241920","500","500","500"
"1242272","0","0","0"
"1242752","250","250","250"
"1244032","350","350","350"
"1244224","0","0","0"
"1244480","100","100","100"
"1245536","500","500","500"
"1246368","350","350","350"
"1246720","100","100","100"
"1247168","100","100","100"
"1250624","350","350","350"
"1251232","500","500","500"
"1253376","0","0","0"
"1253472","200","200","200"
"1253984","350","350","350"
"1254912","250","250","250"
"1257344","0","0","0"
"1258848","0","0","0"
"1259200","350","350","350"
"1259872","100","100","100"
"1260064","450","450","450"
"1260608","200","200","200"
"1263168","850","850","850"
"1263936","250","250","250"
"1264576","500","500","500"
"1264672","200","200","200"
"1265888","0","0","0"
"1265984","250","250","250"
"1266016","250","250","250"
"1266400","250","250","250"
"1275136","250","250","250"
"1276192","1050","1050","1050"
"1276928","700","700","700"
"1277024","350","350","350"
"1277472","700","700","700"
"1279008","0","0","0"
"1279520","250","250","250"
"1280448","350","350","350"
"1280736","600","600","600"
"1282208","350","350","350"
"1283872","250","250","250"
"1286016","0","0","0"
"1286080","600","600","600"
"1286400","100","100","100"
"1287872","600","600","600"
"1288608","350","350","350"
"1295520","600","600","600"
"1295552","1200","1200","1200"
"1295936","600","600","600"
"1296704","350","350","350"
"1297152","500","500","500"
"1298848","0","0","0"
"1299840","300","300","300"
"1300416","0","0","0"
"1300544","0","0","0"
"1301376","450","450","450"
"1301984","350","350","350"
"1302624","350","350","350"
"1305408","500","500","500"
"1306432","350","350","350"
"1307232","850","850","850"
"1308608","600","600","600"
"1309728","0","0","0"
"1310176","550","550","550"
"1311488","350","350","350"
"1311520","600","600","600"
"1314560","500","500","500"
"1316352","100","100","100"
"1316704","350","350","350"
"1317152","600","600","600"
"1317312","100","100","100"
"1319488","100","100","100"
"1320896","0","0","0"
"1321056","100","100","100"
"1321312","250","250","250"
"1322016","100","100","100"
"1322272","600","600","600"
"1322400","600","600","600"
"1324416","450","450","450"
"1326432","500","500","500"
"1326912","0","0","0"
"1327776","450","450","450"
"1331168","250","250","250"
"1333696","500","500","500"
"1333856","250","250","250"
"1334112","200","200","200"
"1335680","0","0","0"
"1339488","600","600","600"
"1340672","450","450","450"
"1340736","100","100","100"
"1341664","100","100","100"
"1341888","250","250","250"
"1343232","350","350","350"
"1343552","250","250","250"
"1343872","350","350","350"
"1344064","100","100","100"
"1345472","100","100","100"
"1346208","0","0","0"
"1346400","800","800","800"
"1348160","350","350","350"
"1348896","250","250","250"
"1349376","600","600","600"
"1349696","500","500","500"
"1354048","250","250","250"
"1355520","100","100","100"
"1355712","600","600","600"
"1357824","250","250","250"
"1358112","600","600","600"
"1358432","350","350","350"
"1360928","250","250","250"
"1361312","0","0","0"
"1363200","250","250","250"
"1363488","250","250","250"
"1363520","1000","1000","1000"
"1364064","350","350","350"
"1364416","250","250","250"
"1365600","0","0","0"
"1366816","700","700","700"
"1366944","100","100","100"
"1367232","250","250","250"
"1368480","550","550","550"
"1370752","0","0","0"
"1371104","100","100","100"
"1371712","350","350","350"
"1372896","200","200","200"
"1374976","0","0","0"
"1376608","250","250","250"
"1377216","0","0","0"
"1380000","500","500","500"
"1380448","500","500","500"
"1381184","0","0","0"
"1382816","850","850","850"
"1384384","0","0","0"
"1385472","250","250","250"
"1385600","1100","1100","1100"
"1385824","600","600","600"
"1385952","450","450","450"
"1387104","250","250","250"
"1387200","350","350","350"
"1387680","700","700","700"
"1388352","100","100","100"
"1388416","250","250","250"
"1389600","0","0","0"
"1391552","350","350","350"
"1392224","250","250","250"
"1394208","350","350","350"
"1395200","250","250","250"
"1395744","0","0","0"
"1396544","850","850","850"
"1398528","350","350","350"
"1400640","250","250","250"
"1401952","100","100","100"
"1402688","250","250","250"
"1403136","600","600","600"
"1403264","350","350","350"
"1403776","250","250","250"
"1404512","700","700","700"
"1404928","100","100","100"
"1405056","200","200","200"
"1406816","0","0","0"
"1407456","850","850","850"
"1407712","550","550","550"
"1408384","950","950","950"
"1408768","350","350","350"
"1408832","200","200","200"
"1410336","0","0","0"
"1410496","700","700","700"
"1412736","350","350","350"
"1415136","0","0","0"
"1415232","600","600","600"
"1415840","0","0","0"
"1417728","250","250","250"
"1418656","100","100","100"
"1419136","700","700","700"
"1419232","500","500","500"
"1421120","250","250","250"
"1421472","0","0","0"
"1423872","600","600","600"
"1424064","0","0","0"
"1424864","100","100","100"
"1424896","500","500","500"
"1425824","250","250","250"
"1426240","600","600","600"
"1426336","500","500","500"
"1428096","200","200","200"
"1429280","500","500","500"
"1430176","450","450","450"
"1430976","450","450","450"
"1431552","350","350","350"
"1431776","200","200","200"
"1431808","750","750","750"
"1436544","0","0","0"
"1438496","450","450","450"
"1438976","0","0","0"
"1439168","500","500","500"
"1439488","350","350","350"
"1441152","700","700","700"
"1443424","350","350","350"
"1443808","250","250","250"
"1444768","600","600","600"
"1446688","250","250","250"
"1446816","350","350","350"
"1447264","200","200","200"
"1447360","450","450","450"
"1447488","250","250","250"
"1447968","350","350","350"
"1448160","850","850","850"
"1449344","350","350","350"
"1449984","250","250","250"
"1451008","0","0","0"
"1451584","600","600","600"
"1453024","850","850","850"
"1455776","0","0","0"
"1456064","350","350","350"
"1456832","0","0","0"
"1458816","250","250","250"
"1462336","0","0","0"
"1462400","450","450","450"
"1462464","0","0","0"
"1464096","250","250","250"
"1464416","350","350","350"
"1465184","800","800","800"
"1465216","500","500","500"
"1466688","0","0","0"
"1467168","100","100","100"
"1467520","200","200","200"
"1470208","500","500","500"
"1470432","250","250","250"
"1471424","250","250","250"
"1471712","600","600","600"
"1475552","700","700","700"
"1475584","350","350","350"
"1475808","350","350","350"
"1475904","0","0","0"
"1478112","350","350","350"
"1481024","350","350","350"
"1481632","450","450","450"
"1483584","600","600","600"
"1484544","600","600","600"
"1484576","100","100","100"
"1484704","0","0","0"
"1485760","250","250","250"
"1486272","250","250","250"
"1487200","600","600","600"
"1487392","0","0","0"
"1487616","100","100","100"
"1487904","600","600","600"
"1491776","600","600","600"
"1492128","250","250","250"
"1492192","100","100","100"
"1492736","350","350","350"
"1493408","700","700","700"
"1493984","250","250","250"
"1495296","250","250","250"
"1495616","600","600","600"
"1496448","0","0","0"
"1496800","600","600","600"
"1498464","350","350","350"
"1500640","350","350","350"
"1502080","350","350","350"
"1505184","950","950","950"
"1506080","200","200","200"
"1506528","100","100","100"
"1506560","600","600","600"
"1506592","250","250","250"
"1509152","500","500","500"
"1509504","350","350","350"
"1509600","350","350","350"
"1509824","250","250","250"
"1511232","0","0","0"
"1512672","600","600","600"
"1513600","300","300","300"
"1513888","350","350","350"
"1514816","250","250","250"
"1514848","600","600","600"
"1516192","0","0","0"
"1516736","250","250","250"
"1522112","350","350","350"
"1522944","600","600","600"
"1523776","250","250","250"
"1524512","350","350","350"
"1525696","0","0","0"
"1525920","250","250","250"
"1527488","350","350","350"
"1527776","250","250","250"
"1528288","0","0","0"
"1529248","500","500","500"
"1529952","350","350","350"
"1530176","0","0","0"
"1530272","100","100","100"
"1531392","0","0","0"
"1531904","100","100","100"
"1532416","350","350","350"
"1532480","250","250","250"
"1532992","100","100","100"
"1533952","800","800","800"
"1534240","350","350","350"
"1534464","550","550","550"
"1535136","0","0","0"
"1535648","250","250","250"
"1542496","600","600","600"
"1543392","350","350","350"
"1547136","100","100","100"
"1547808","600","600","600"
"1547968","350","350","350"
"1548160","250","250","250"
"1551008","0","0","0"
"1553632","350","350","350"
"1553728","250","250","250"
"1554112","350","350","350"
"1554784","350","350","350"
"1556640","500","500","500"
"1557120","250","250","250"
"1558528","250","250","250"
"1561312","550","550","550"
"1562848","500","500","500"
"1563200","100","100","100"
"1564736","0","0","0"
"1566496","600","600","600"
"1567456","350","350","350"
"1570112","350","350","350"
"1570560","0","0","0"
"1571488","250","250","250"
"1571648","100","100","100"
"1573952","300","300","300"
"1575136","100","100","100"
"1576448","100","100","100"
"1576640","100","100","100"
"1577056","0","0","0"
"1578528","200","200","200"
"1578848","250","250","250"
"1579488","450","450","450"
"1583904","200","200","200"
"1584864","0","0","0"
"1586432","200","200","200"
"1588640","250","250","250"
"1588800","0","0","0"
"1589024","700","700","700"
"1592160","250","250","250"
"1592224","500","500","500"
"1592992","250","250","250"
"1593536","350","350","350"
"1593824","0","0","0"
"1594496","0","0","0"
"1595488","0","0","0"
"1596864","450","450","450"
"1596928","100","100","100"
"1597664","250","250","250"
"1598752","250","250","250"
"1600704","350","350","350"
"1601536","1000","1000","1000"
"1602368","850","850","850"
"1603680","0","0","0"
"1605248","450","450","450"
"1605984","300","300","300"
"1606080","600","600","600"
"1607712","350","350","350"
"1608384","300","300","300"
"1610208","0","0","0"
"1612512","0","0","0"
"1613824","250","250","250"
"1614368","850","850","850"
"1614912","100","100","100"
"1615392","250","250","250"
"1615776","0","0","0"
"1615904","600","600","600"
"1616992","0","0","0"
"1618880","0","0","0"
"1623264","350","350","350"
"1623744","0","0","0"
"1624288","100","100","100"
"1624864","350","350","350"
"1628160","250","250","250"
"1630272","950","950","950"
"1631424","350","350","350"
"1631488","250","250","250"
"1634144","200","200","200"
"1634528","0","0","0"
"1634912","350","350","350"
"1635456","600","600","600"
"1637216","0","0","0"
"1639296","800","800","800"
"1639584","350","350","350"
"1640608","600","600","600"
"1641344","0","0","0"
"1642016","200","200","200"
"1644544","100","100","100"
"1645472","850","850","850"
"1646464","0","0","0"
"1647520","350","350","350"
"1647712","250","250","250"
"1648256","350","350","350"
"1649280","250","250","250"
"1650208","500","500","500"
"1650880","250","250","250"
"1652992","550","550","550"
"1656256","350","350","350"
"1656448","250","250","250"
"1656800","200","200","200"
"1656992","250","250","250"
"1657312","0","0","0"
"1659328","0","0","0"
"1660384","250","250","250"
"1661344","0","0","0"
"1661728","0","0","0"
"1662400","250","250","250"
"1662944","500","500","500"
"1664960","350","350","350"
"1666400","450","450","450"
"1666496","500","500","500"
"1666912","100","100","100"
"1668096","0","0","0"
"1674784","500","500","500"
"1674976","0","0","0"
"1676096","0","0","0"
"1676192","1150","1150","1150"
"1676864","350","350","350"
"1677792","250","250","250"
"1679360","750","750","750"
"1679392","700","700","700"
"1679520","600","600","600"
"1679744","350","350","350"
"1679776","450","450","450"
"1680416","350","350","350"
"1680960","250","250","250"
"1681376","100","100","100"
"1681760","100","100","100"
"1681888","0","0","0"
"1683168","500","500","500"
"1684288","100","100","100"
"1686368","450","450","450"
"1688128","350","350","350"
"1688288","500","500","500"
"1689440","250","250","250"
"1690592","250","250","250"
"1692544","450","450","450"
"1693408","350","350","350"
"1694272","500","500","500"
"1695200","350","350","350"
"1696864","250","250","250"
"1697216","800","800","800"
"1698784","500","500","500"
"1699808","0","0","0"
"1700000","0","0","0"
"1700096","250","250","250"
"1701280","100","100","100"
"1701728","500","500","500"
"1702208","100","100","100"
"1702368","350","350","350"
"1703264","250","250","250"
"1703456","850","850","850"
"1703776","700","700","700"
"1706752","850","850","850"
"1706784","350","350","350"
"1706880","0","0","0"
"1707712","300","300","300"
"1710400","250","250","250"
"1712352","700","700","700"
"1713504","100","100","100"
"1714976","100","100","100"
"1715552","0","0","0"
"1719712","600","600","600"
"1719776","100","100","100"
