"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"59182016","250","250","250"
"59182176","200","200","200"
"59183456","950","950","950"
"59183680","500","500","500"
"59184096","750","750","750"
"59185088","500","500","500"
"59185664","500","500","500"
"59186432","0","0","0"
"59187776","750","750","750"
"59189760","700","700","700"
"59193504","500","500","500"
"59196000","250","250","250"
"59197248","250","250","250"
"59197504","350","350","350"
"59197568","500","500","500"
"59197760","0","0","0"
"59198784","850","850","850"
"59199936","600","600","600"
"59200736","600","600","600"
"59201472","500","500","500"
"59202176","700","700","700"
"59202432","750","750","750"
"59202528","2000","2000","2000"
"59203712","250","250","250"
"59204736","900","900","900"
"59205664","350","350","350"
"59208064","500","500","500"
"59209152","350","350","350"
"59209952","250","250","250"
"59211584","450","450","450"
"59214816","500","500","500"
"59216544","850","850","850"
"59217376","600","600","600"
"59217600","250","250","250"
"59217728","100","100","100"
"59218304","500","500","500"
"59219040","500","500","500"
"59220320","250","250","250"
"59220384","500","500","500"
"59220992","500","500","500"
"59221472","250","250","250"
"59221600","100","100","100"
"59223296","250","250","250"
"59225920","500","500","500"
"59229120","700","700","700"
"59231040","600","600","600"
"59231872","250","250","250"
"59234592","250","250","250"
"59234880","500","500","500"
"59235552","250","250","250"
"59235904","350","350","350"
"59236544","750","750","750"
"59236832","750","750","750"
"59238528","350","350","350"
"59239680","500","500","500"
"59239904","250","250","250"
"59240544","450","450","450"
"59240640","500","500","500"
"59242752","250","250","250"
"59242848","600","600","600"
"59245792","750","750","750"
"59247328","500","500","500"
"59248576","500","500","500"
"59249280","350","350","350"
"59249408","500","500","500"
"59252608","250","250","250"
"59253824","600","600","600"
"59254304","600","600","600"
"59254432","600","600","600"
"59254688","850","850","850"
"59254912","500","500","500"
"59255552","0","0","0"
"59257184","350","350","350"
"59257600","250","250","250"
"59259840","600","600","600"
"59260224","200","200","200"
"59262176","350","350","350"
"59262560","500","500","500"
"59265632","500","500","500"
"59265856","600","600","600"
"59265920","750","750","750"
"59269536","600","600","600"
"59271616","500","500","500"
"59271968","100","100","100"
"59272160","300","300","300"
"59273376","750","750","750"
"59274272","250","250","250"
"59274336","350","350","350"
"59275328","700","700","700"
"59276896","250","250","250"
"59277728","0","0","0"
"59279840","0","0","0"
"59281856","250","250","250"
"59282080","100","100","100"
"59282240","500","500","500"
"59282752","250","250","250"
"59283040","450","450","450"
"59283328","700","700","700"
"59285216","250","250","250"
"59286272","350","350","350"
"59286528","500","500","500"
"59287488","500","500","500"
"59288096","850","850","850"
"59289248","500","500","500"
"59289952","100","100","100"
"59291296","450","450","450"
"59292096","500","500","500"
"59294176","500","500","500"
"59296608","250","250","250"
"59297568","250","250","250"
"59299008","500","500","500"
"59299968","500","500","500"
"59301632","250","250","250"
"59303200","500","500","500"
"59303424","500","500","500"
"59303488","450","450","450"
"59306144","500","500","500"
"59307136","0","0","0"
"59307488","1150","1150","1150"
"59309920","250","250","250"
"59310592","500","500","500"
"59311008","500","500","500"
"59312480","500","500","500"
"59312608","250","250","250"
"59313280","500","500","500"
"59318400","0","0","0"
"59320000","350","350","350"
"59321728","500","500","500"
"59322752","350","350","350"
"59326336","350","350","350"
"59329568","100","100","100"
"59329824","250","250","250"
"59330048","550","550","550"
"59331040","700","700","700"
"59331488","250","250","250"
"59332960","500","500","500"
"59335136","450","450","450"
"59336224","100","100","100"
"59336736","700","700","700"
"59337376","500","500","500"
"59337536","250","250","250"
"59337728","750","750","750"
"59341408","200","200","200"
"59344160","750","750","750"
"59344224","500","500","500"
"59344256","500","500","500"
"59344800","250","250","250"
"59344896","200","200","200"
"59346496","0","0","0"
"59346560","750","750","750"
"59346912","500","500","500"
"59347200","250","250","250"
"59347648","500","500","500"
"59348864","500","500","500"
"59349856","500","500","500"
"59349888","500","500","500"
"59354528","0","0","0"
"59354720","750","750","750"
"59355328","100","100","100"
"59355392","0","0","0"
"59355744","750","750","750"
"59355840","750","750","750"
"59355968","100","100","100"
"59358016","850","850","850"
"59358048","500","500","500"
"59362912","250","250","250"
"59364640","350","350","350"
"59364896","600","600","600"
"59365376","350","350","350"
"59365600","500","500","500"
"59368256","250","250","250"
"59368320","600","600","600"
"59368416","0","0","0"
"59369760","500","500","500"
"59370944","700","700","700"
"59371776","500","500","500"
"59372544","100","100","100"
"59372928","350","350","350"
"59374400","250","250","250"
"59375488","0","0","0"
"59377312","350","350","350"
"59380064","500","500","500"
"59380576","0","0","0"
"59380608","850","850","850"
"59381184","1100","1100","1100"
"59381280","0","0","0"
"59381312","250","250","250"
"59381504","500","500","500"
"59382688","500","500","500"
"59383840","450","450","450"
"59385536","2000","2000","2000"
"59386944","500","500","500"
"59387008","850","850","850"
"59389664","500","500","500"
"59390048","250","250","250"
"59390880","250","250","250"
"59392928","100","100","100"
"59393792","250","250","250"
"59393824","100","100","100"
"59394176","750","750","750"
"59394528","700","700","700"
"59396768","500","500","500"
"59397856","500","500","500"
"59399008","0","0","0"
"59400288","500","500","500"
"59401632","350","350","350"
"59402144","250","250","250"
"59402752","500","500","500"
"59404896","350","350","350"
"59405408","250","250","250"
"59406784","350","350","350"
"59408160","600","600","600"
"59410112","750","750","750"
"59411264","700","700","700"
"59411744","600","600","600"
"59411968","700","700","700"
"59412768","350","350","350"
"59413696","2000","2000","2000"
"59413856","850","850","850"
"59417600","250","250","250"
"59417696","500","500","500"
"59417856","850","850","850"
"59418080","750","750","750"
"59419936","350","350","350"
"59421568","600","600","600"
"59422816","250","250","250"
"59423040","250","250","250"
"59424928","250","250","250"
"59427776","600","600","600"
"59428704","250","250","250"
"59429504","250","250","250"
"59430240","850","850","850"
"59431296","250","250","250"
"59431776","450","450","450"
"59433376","750","750","750"
"59433472","500","500","500"
"59436000","500","500","500"
"59437792","500","500","500"
"59439264","100","100","100"
"59439776","600","600","600"
"59439808","200","200","200"
"59442176","350","350","350"
"59443424","450","450","450"
"59444000","250","250","250"
"59447616","100","100","100"
"59447744","200","200","200"
"59448832","100","100","100"
"59449184","700","700","700"
"59449824","0","0","0"
"59452352","750","750","750"
"59452864","500","500","500"
"59453344","700","700","700"
"59454432","0","0","0"
"59455872","500","500","500"
"59456736","600","600","600"
"59458304","350","350","350"
"59458560","750","750","750"
"59458688","0","0","0"
"59459040","350","350","350"
"59459968","1100","1100","1100"
"59460896","750","750","750"
"59461504","250","250","250"
"59462080","250","250","250"
"59462752","250","250","250"
"59463168","100","100","100"
"59463424","250","250","250"
"59465632","250","250","250"
"59465792","500","500","500"
"59466880","250","250","250"
"59467168","600","600","600"
"59467552","250","250","250"
"59468096","250","250","250"
"59468352","600","600","600"
"59469792","350","350","350"
"59469856","500","500","500"
"59470368","0","0","0"
"59471776","600","600","600"
"59472512","500","500","500"
"59476288","250","250","250"
"59477344","500","500","500"
"59478304","100","100","100"
"59478464","500","500","500"
"59479840","0","0","0"
"59480032","0","0","0"
"59480224","350","350","350"
"59480352","500","500","500"
"59480640","350","350","350"
"59481152","350","350","350"
"59483296","500","500","500"
"59483776","500","500","500"
"59484544","500","500","500"
"59484896","700","700","700"
"59485280","500","500","500"
"59486624","250","250","250"
"59487040","450","450","450"
"59488032","350","350","350"
"59489152","500","500","500"
"59489248","500","500","500"
"59490464","500","500","500"
"59494304","0","0","0"
"59495232","500","500","500"
"59496480","250","250","250"
"59498368","250","250","250"
"59498592","600","600","600"
"59499488","0","0","0"
"59501024","500","500","500"
"59501664","0","0","0"
"59503040","350","350","350"
"59503584","800","800","800"
"59503616","500","500","500"
"59504448","750","750","750"
"59504800","100","100","100"
"59505120","600","600","600"
"59509952","250","250","250"
"59509984","500","500","500"
"59510176","100","100","100"
"59511648","250","250","250"
"59513216","250","250","250"
"59513536","500","500","500"
"59517856","500","500","500"
"59519168","0","0","0"
"59519264","850","850","850"
"59522368","250","250","250"
"59522624","600","600","600"
"59522656","500","500","500"
"59524480","250","250","250"
"59525472","850","850","850"
"59525792","0","0","0"
"59527872","500","500","500"
"59528416","750","750","750"
"59529504","250","250","250"
"59531232","800","800","800"
"59531584","350","350","350"
"59532128","250","250","250"
"59532160","500","500","500"
"59532288","500","500","500"
"59533632","100","100","100"
"59537728","600","600","600"
"59539040","0","0","0"
"59539744","250","250","250"
"59539840","500","500","500"
"59540128","2000","2000","2000"
"59540672","600","600","600"
"59540960","250","250","250"
"59541280","0","0","0"
"59541600","850","850","850"
"59542208","250","250","250"
"59542336","500","500","500"
"59544448","0","0","0"
"59544672","100","100","100"
"59546528","0","0","0"
"59548608","450","450","450"
"59549952","500","500","500"
"59550784","250","250","250"
"59551392","500","500","500"
"59552640","200","200","200"
"59553984","100","100","100"
"59554592","350","350","350"
"59556224","250","250","250"
"59557664","100","100","100"
"59557792","600","600","600"
"59558240","0","0","0"
"59558336","350","350","350"
"59558432","850","850","850"
"59561120","800","800","800"
"59561632","250","250","250"
"59562400","100","100","100"
"59562560","100","100","100"
"59564352","850","850","850"
"59566592","500","500","500"
"59567360","250","250","250"
"59567456","550","550","550"
"59567584","0","0","0"
"59568064","0","0","0"
"59568896","0","0","0"
"59568960","250","250","250"
"59573280","500","500","500"
"59575168","250","250","250"
"59575616","500","500","500"
"59577472","500","500","500"
"59578112","250","250","250"
"59580096","850","850","850"
"59580832","100","100","100"
"59581824","250","250","250"
"59582368","0","0","0"
"59583616","850","850","850"
"59583680","250","250","250"
"59584896","750","750","750"
"59585920","250","250","250"
"59587744","950","950","950"
"59587936","600","600","600"
"59588192","0","0","0"
"59588768","250","250","250"
"59591552","250","250","250"
"59592224","250","250","250"
"59592960","600","600","600"
"59593792","250","250","250"
"59595424","450","450","450"
"59597856","100","100","100"
"59599424","250","250","250"
"59600576","100","100","100"
"59601408","600","600","600"
"59601760","350","350","350"
"59602656","0","0","0"
"59603008","700","700","700"
"59603936","250","250","250"
"59604320","100","100","100"
"59606912","0","0","0"
"59608416","500","500","500"
"59608736","750","750","750"
"59610912","250","250","250"
"59610976","450","450","450"
"59611616","500","500","500"
"59612000","500","500","500"
"59613952","600","600","600"
"59615168","250","250","250"
"59615296","500","500","500"
"59615456","450","450","450"
"59616512","350","350","350"
"59617920","0","0","0"
"59618592","750","750","750"
"59618752","250","250","250"
"59619584","600","600","600"
"59620576","250","250","250"
"59622496","500","500","500"
"59623936","600","600","600"
"59624768","500","500","500"
"59628768","500","500","500"
"59629376","600","600","600"
"59630624","700","700","700"
"59630752","250","250","250"
